Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Checkm_completeness,Checkm_contamination,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_025868895.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari AUSMDU00034677,98.78,0,1500779,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024708785.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari M595a,98.78,0,1558336,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024704945.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari MO18,98.78,0.37,1573964,0,0,0,0,0,0,0,0,0,0,1,0
GCA_001761915.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari BCW_3793,98.78,0,1492968,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024704935.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari S3:65,98.78,0,1464055,0,0,0,0,0,0,0,0,0,0,1,0
GCA_025869055.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari AUSMDU00034682,98.78,0,1505700,0,0,0,0,0,0,0,0,0,0,1,0
GCA_001017575.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari Slaughter Beach,98.78,0,1563032,0,0,0,0,0,0,0,0,0,0,1,0
GCA_025771545.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari IFREMER_LSEM_CL908,98.41,0.12,1597790,0,0,0,0,0,0,0,0,0,0,1,0
GCA_025868995.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari AUSMDU00032408,98.78,0,1478552,0,0,0,0,0,0,0,0,0,0,1,0
GCA_018500525.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari TTU_573,98.78,1.1,1615881,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024705475.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari RM15624,98.78,0,1483075,0,0,0,0,0,0,0,0,0,0,1,0
GCA_016726265.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter lari,Campylobacter lari FDAARGOS_1101,98.78,0,1513367,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024621505.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis 169.01,99.88,1.22,1743894,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035159935.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK79-1,99.88,0,1570588,0,0,0,0,0,0,0,0,0,0,1,0
GCA_900446645.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis NCTC11840,99.69,0,1652932,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160895.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis SYD2-2,99.88,3.3,1687788,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024620845.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis LMG 9269,99.88,0.67,1786189,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160165.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK54-1,99.33,0.18,1602528,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024621565.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis RM3808,99.88,0.55,1657121,0,0,0,0,0,0,0,0,0,0,1,0
GCA_018500215.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis TTU_623,99.88,0,1635945,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035161135.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis SYD1-1,99.88,0,1573502,0,0,0,0,0,0,0,0,0,0,1,0
GCA_900446625.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis NCTC11540,100,0,1660668,0,0,0,0,0,0,0,0,0,0,1,0
GCA_018500305.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis TTU_601,99.88,0.92,1686688,0,0,0,0,0,0,0,0,0,0,1,0
GCA_030250085.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK22-1,99.69,0.18,1700455,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160145.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK56-1,99.88,0,1606192,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024621085.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis RM9163,99.88,0.55,1686804,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160285.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK63-1,99.69,0,1633505,0,0,0,0,0,0,0,0,0,0,1,0
GCA_900637395.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis NCTC11541,99.69,0,1671550,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024621385.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis RM7822,99.51,0,1701409,0,0,0,0,0,0,0,0,0,0,1,0
GCA_018500245.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis TTU_624,99.69,0,1681299,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024621185.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis RM5007,98.71,0.49,1723749,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024620635.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis 21.02,99.88,1.04,1752590,0,0,0,0,0,0,0,0,0,0,1,0
GCA_024621545.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis 5.97,99.88,0.49,1747559,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160455.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK3-1,99.88,0,1674519,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160395.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK42-1,99.69,0,1676759,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160175.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK6-1,99.88,0,1602084,0,0,0,0,0,0,0,0,0,0,1,0
GCA_018500355.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis TTU_600,99.69,0.92,1654392,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160155.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK69-1,99.88,0,1609421,0,0,0,0,0,0,0,0,0,0,1,0
GCA_035160655.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter upsaliensis,Campylobacter upsaliensis XJK1-1,99.69,0.18,1671598,0,0,0,0,0,0,0,0,0,0,1,0
GCA_019041565.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.8.27,100,0.47,2416271,0,0,0,0,1,1,4,0,0,0,0,0
GCA_036306805.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai DOME_MAG_8166,100,0,2478421,1,0,0,0,1,1,5,0,0,0,0,0
GCA_036302505.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai DOME_MAG_11655,99.06,0,2380062,1,0,0,0,1,1,5,0,0,0,0,0
GCA_036550675.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai DOME_MAG_9419,100,0,2111675,1,0,0,0,1,1,3,0,0,0,0,0
GCA_019127255.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.21.88,100,0,2276379,1,0,0,0,0,0,4,0,0,0,0,0
GCA_019734325.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai K06,100,0,2484612,0,0,0,0,0,1,4,0,0,0,0,0
GCA_029225825.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai SUG1600,100,0.13,2344560,1,0,0,0,1,0,5,0,0,0,0,0
GCA_020537355.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.7.20,100,0.47,2437397,0,0,0,0,1,1,4,0,0,0,0,0
GCA_030537035.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai S35M_St_24,94.34,0,1922737,0,0,0,0,1,1,4,0,0,0,0,0
GCA_000437715.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai none,100,0,2018079,0,0,0,0,1,0,2,0,0,0,0,0
GCA_019127215.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.21.72,100,0,2276116,1,0,0,0,0,0,4,0,0,0,0,0
GCA_018785505.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MCC318,100,0.94,2336379,1,0,0,0,2,1,5,0,0,0,0,0
GCA_019126895.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.21.84,100,0,2271002,1,0,0,0,0,0,3,0,0,0,0,0
GCA_019127355.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.21.70,100,0,2276218,1,0,0,0,0,0,4,0,0,0,0,0
GCA_019127655.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.21.32,100,0,2272524,1,0,0,0,0,0,4,0,0,0,0,0
GCA_019127195.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.21.76,100,0,2283194,1,0,0,0,0,0,4,0,0,0,0,0
GCA_034099445.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai SUG2297,100,0,2235990,1,0,0,0,1,1,5,0,0,0,0,0
GCA_036299005.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai DOME_MAG_13037,96.63,1.89,2203379,1,0,0,0,1,0,5,0,0,0,0,0
GCA_019127145.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium mitsuokai,Catenibacterium mitsuokai MSK.21.92,100,0,2277291,1,0,0,0,0,0,4,0,0,0,0,0
GCA_000319125.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis Canada1;L2b,98.92,0,1046041,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001213045.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis Swab6,98.2,0.54,1043980,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000318865.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis 224;L1,98.92,0,1046319,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000210495.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis Sweden2,98.92,0,1042839,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002776745.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SQ32,98.92,0,1047716,0,0,0,0,0,0,0,0,0,0,0,0
GCA_006508265.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis KANU:L2 CT015::Tn,98.92,0,1040253,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002777115.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SQ28,98.92,0,1043173,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001655335.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis E-103,98.92,0,1050521,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001183765.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis CS637;11;D,98.92,0,1050173,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000364765.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis L2;Bu(i);434,98.92,0,1046341,0,0,0,0,0,0,0,0,0,0,0,0
GCA_013341055.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis Bu(i);CH3_mutant_L2;434,98.92,0,1046582,0,0,0,0,0,0,0,0,0,0,0,0
GCA_006508325.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis KANU:L2 CT153::Tn,98.92,0,1040253,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000318585.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SotonD1;D,98.92,0,1050078,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000590655.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis 12-94;E,98.38,0,1043010,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000319085.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis Ams5;L2b,98.92,0,1046348,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000441655.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis 943;RC-J,98.92,0,1038797,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001398295.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis R4175IMS,98.86,0,1110972,0,0,0,0,0,0,0,0,0,0,0,0
GCA_006508185.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis KANU:L2 CT550::Tn,98.92,0,1040265,0,0,0,0,0,0,0,0,0,0,0,0
GCA_003788715.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis 021V1,98.92,0,1042483,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002776845.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SQ20,98.92,0,1048530,0,0,0,0,0,0,0,0,0,0,0,0
GCA_013341075.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis Bu(i);CH1_mutant_L2;434,98.92,0,1046960,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000319065.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis L2b;Ams4,98.92,0,1046364,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000590635.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis F;11-96,98.92,0,1042853,0,0,0,0,0,0,0,0,0,0,0,0
GCA_006508235.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis KANU:L2 CT333::Tn,98.92,0,1040241,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000068585.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis L2;Bu;434,98.92,0,1038842,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000969785.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis C599;E,98.92,0,1042626,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002776955.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SQ09,98.92,0,1042567,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002192635.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis 434Bu;383/384 IGR::Tn;384 IGR::Tn;383,98.92,0,1040250,0,0,0,0,0,0,0,0,0,0,0,0
GCA_002776915.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SQ06,98.83,0,1042998,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000590615.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis F;6-94,98.92,0,1042767,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000220105.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis L2c,98.92,0,1038313,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000318705.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis F;SotonF3,98.92,0,1050282,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001655455.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis E-8873,98.92,0,1050210,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001729845.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SB006930,98.92,0,1051923,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001398215.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis R32100extract,98.92,0,1060604,0,0,0,0,0,0,0,0,0,0,0,0
GCA_001317705.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis LGV1339,98.63,2.62,1259432,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000318945.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis L2b;LST,98.92,0,1046376,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000318685.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis SotonE8;E,97.3,0,1056314,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000319045.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis L2b;Ams3,98.92,0,1046218,0,0,0,0,0,0,0,0,0,0,0,0
GCA_003788725.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis 022V1,98.92,0,1042470,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000319105.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis L3;LN;404,98.92,0,1046672,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000318825.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis 440;LN;L1,98.92,0,1039261,0,0,0,0,0,0,0,0,0,0,0,0
GCA_000441615.1,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis RC-L2(s);46,98.92,0,1038817,0,0,0,0,0,0,0,0,0,0,0,0
GCA_009881195.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus BIOML-A1,99.76,4.51,5019963,0,1,1,1,1,0,1,1,0,0,9,0
GCA_009876705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus BIOML-A10,99.97,0.22,4879824,0,2,1,1,1,0,1,1,0,0,9,0
GCA_035020415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus M-SY-82,99.97,2.1,5495421,0,2,1,1,1,0,1,1,0,0,9,0
GCA_026043755.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus 2022EL-00970,99.97,0.05,5125324,0,2,1,1,1,0,1,1,0,0,7,0
GCA_001471655.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus FDAARGOS_166,99.97,0.53,4934003,0,2,1,1,1,0,1,0,0,0,9,0
GCA_900460855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus NCTC10805,98.9,0.04,5093340,0,2,1,1,1,0,1,1,0,0,9,0
GCA_013890155.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus RHB20-C16,99.97,0.22,4991577,0,2,1,1,1,0,1,1,0,0,9,0
GCA_009881175.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus BIOML-A2,99.97,1.26,4927625,0,2,1,1,1,0,1,1,0,0,9,0
GCA_016505125.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus CB00038,99.97,0.04,4781674,0,2,1,1,1,0,1,1,0,0,9,0
GCA_016503825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A,Citrobacter amalonaticus,Citrobacter amalonaticus CB00106,99.97,0.22,4989291,0,2,1,1,1,0,1,1,0,0,9,0
