Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Sequencing_coverage,Scaffolds_number,Scaffold_N50,Scaffold_L50,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_023141165.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penicillium roqueforti DTO 027-I6,125,176,761036,11,29270952,1,3,8,3,7,6,6,16,0,0,0,0
GCA_023141115.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penicillium roqueforti DTO 032-C6,96,141,591365,13,28423543,1,3,9,3,7,6,6,18,0,0,0,0
GCA_023141145.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penicillium roqueforti DTO 039-G3,105,43,1239413,7,27193696,1,3,9,3,7,6,6,12,0,0,0,0
GCA_023141155.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penicillium roqueforti DTO 046-C5,91,143,916447,12,28771014,1,3,8,3,7,6,6,19,0,0,0,0
GCA_000513255.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penicillium roqueforti FM164,90,48,7752559,2,28045214,1,3,9,3,7,6,6,19,0,0,0,0
GCA_023065375.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penicillium roqueforti LCP 96.3914a,108,100,755013,10,28037113,1,3,9,3,8,6,6,14,0,0,0,0
GCA_015533775.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti,Penicillium roqueforti LCP96 04111,50,83,683325,11,26940775,1,3,8,3,7,6,6,12,0,0,0,0
GCA_028828025.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium rubens,Penicillium rubens IBT 27055,182,4,9664872,2,30336503,2,5,14,6,12,14,6,9,0,0,0,0
GCA_028828505.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium rubens,Penicillium rubens IBT 35670,126,8,6339711,3,33546860,2,5,14,6,12,13,6,9,0,0,0,0
GCA_028751425.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium rubens,Penicillium rubens YAP1,192,46,4340287,3,34788349,2,5,14,5,12,14,6,15,0,0,0,0
GCA_911197225.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium salamii,Penicillium salamii NA,31,164,652201,16,31293700,1,4,18,6,16,10,4,13,0,0,0,0
GCA_028829775.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium samsonianum,Penicillium samsonianum IBT 33392,100,11,5129283,3,38201884,2,4,13,6,16,12,6,24,0,0,0,0
GCA_028829755.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium solitum,Penicillium solitum IBT 25940,90,8,4764641,3,33256298,2,6,19,7,12,12,7,18,1,0,0,0
GCA_028829465.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium soppii,Penicillium soppii IBT 18220,118,8,3962502,4,32085433,1,5,20,3,19,10,5,17,0,0,0,0
GCA_013138035.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. #12,54,50,2900369,4,37990757,2,6,19,7,13,12,7,22,0,0,0,0
GCA_028827225.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. IBT 12396,106,7,6566590,3,32244276,2,6,13,6,15,14,6,12,0,0,0,0
GCA_028828865.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. IBT 16267x,119,12,5071699,3,33465021,3,4,17,4,17,9,6,15,0,0,0,0
GCA_028828935.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. IBT 18751x,108,15,3327370,4,30736580,2,4,14,7,14,11,6,9,0,0,0,0
GCA_028827535.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. IBT 19332,123,6,4658598,3,25359523,2,2,8,4,10,8,6,15,0,0,0,0
GCA_028827885.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. IBT 31633x,68,9,4421608,3,30347723,1,4,14,4,9,10,6,12,0,0,0,0
GCA_028828895.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. IBT 35674x,225,12,4253496,4,37375558,3,4,16,5,17,12,6,18,0,0,0,0
GCA_028827425.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,Penicillium sp. IBT 6001,80,9,4619403,3,25327983,2,2,8,4,10,8,6,14,0,0,0,0
GCA_002072375.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium steckii,Penicillium steckii IBT 24891,144,84,1379532,8,32096313,2,5,18,3,14,8,5,8,0,0,0,0
GCA_028828155.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium subrubescens,Penicillium subrubescens IBT 31985,70,14,4156290,4,39968067,4,4,20,10,36,13,6,8,0,0,0,0
GCA_028829675.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium tannophilum,Penicillium tannophilum IBT 21756,32,12,4205002,3,32107691,3,4,19,5,15,12,7,16,0,0,0,0
GCA_028828555.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium taxi,Penicillium taxi IBT 34144,86,6,5061136,3,27925195,1,5,8,1,7,4,5,10,0,0,0,0
GCA_028828195.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium verhagenii,Penicillium verhagenii IBT 33310,81,12,3526632,4,32288599,4,6,19,4,18,10,6,14,0,0,0,0
GCA_028828655.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium verrucosum,Penicillium verrucosum IBT 35672,140,8,5850290,2,32831822,2,5,17,6,12,13,6,8,0,0,0,0
GCA_028828185.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium viridicatum,Penicillium viridicatum IBT 34249,133,6,8985949,2,32834375,2,6,13,7,18,16,6,13,1,0,0,0
GCA_028829585.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium vulpinum,Penicillium vulpinum IBT 29486,144,6,8559827,2,31511571,2,4,11,6,15,10,7,17,1,0,0,0
GCA_028829765.1,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium waksmanii,Penicillium waksmanii IBT 27052,122,10,4855768,4,37575496,2,4,20,5,28,10,6,7,0,0,0,0
GCA_038381135.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta capitalensis,Phyllosticta capitalensis CBS 111638,386.51,17,2878420,5,32080394,2,2,13,1,7,5,4,3,2,0,0,0
GCA_038381155.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta capitalensis,Phyllosticta capitalensis CBS 117118,314.45,24,2021735,6,33036347,2,2,13,1,7,5,4,3,2,0,0,0
GCA_038381095.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta capitalensis,Phyllosticta capitalensis CBS 128856,249.25,14,2860346,5,32461131,2,2,13,1,7,5,4,3,2,0,0,0
GCA_041146515.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta capitalensis,Phyllosticta capitalensis CBS 356.52,424.48,22,2000551,6,32767725,2,2,13,1,7,5,4,3,2,0,0,0
GCA_038021145.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citriasiana,Phyllosticta citriasiana CBS 120426,345.16,30,2145012,7,33767235,2,2,12,1,7,5,4,3,2,0,0,0
GCA_038021125.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citriasiana,Phyllosticta citriasiana CBS 123371,300.91,26,2007754,6,33270502,2,2,12,1,7,5,4,3,2,0,0,0
GCA_038380855.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citribraziliensis,Phyllosticta citribraziliensis CBS 100098,264.15,32,1720616,7,31670975,2,2,12,2,7,5,4,3,2,0,0,0
GCA_038025025.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citribraziliensis,Phyllosticta citribraziliensis CPC 17464,101.44,22,2458242,6,31354043,2,2,13,2,7,5,4,3,2,0,0,0
GCA_038025125.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa,Phyllosticta citricarpa CBS 102373,37.95,95,546328,20,30928160,2,2,11,1,7,5,4,3,2,0,0,0
GCA_038025095.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa,Phyllosticta citricarpa CBS 122482,65.3,107,664244,17,30007393,2,2,11,1,7,5,4,3,2,0,0,0
GCA_038025055.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa,Phyllosticta citricarpa CBS 122670,69.86,95,564024,18,30430812,2,2,11,1,7,5,4,3,2,0,0,0
GCA_043640705.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa,Phyllosticta citricarpa CBS 131864,65.48,92,562852,19,30494376,2,2,11,1,7,5,4,2,2,0,0,0
GCA_038051255.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa,Phyllosticta citricarpa CBS 141352,31.86,130,492992,22,30431666,2,2,11,1,7,4,4,3,2,0,0,0
GCA_037962995.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citricarpa,Phyllosticta citricarpa CPC 16586,65.07,96,611058,18,30754940,2,2,11,1,7,5,4,2,2,0,0,0
GCA_038380885.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citrichinensis,Phyllosticta citrichinensis CBS 129764,92.69,22,2827581,5,29528840,2,2,13,2,7,5,4,3,2,0,0,0
GCA_038380875.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta citrichinensis,Phyllosticta citrichinensis CBS 130529,162.91,25,2710567,4,29162704,2,2,13,1,7,5,4,3,2,0,0,0
GCA_038381115.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta paracitricarpa,Phyllosticta paracitricarpa CBS 141357,128.16,134,510184,23,29529839,2,2,11,1,7,5,4,3,2,0,0,0
GCA_038051015.1,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta paracitricarpa,Phyllosticta paracitricarpa CBS 141358,38.45,90,646427,17,30827934,2,2,11,1,7,5,4,3,2,0,0,0
GCA_001477545.1,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis carinii,Pneumocystis carinii B80,98,62,465149,7,7661456,0,0,0,1,0,0,0,0,0,0,0,0
GCA_001477535.1,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis jirovecii,Pneumocystis jirovecii RU7,241.4,70,454558,8,8396240,0,0,0,1,0,0,0,0,0,0,0,0
GCA_000349005.2,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis murina,Pneumocystis murina B123,214.9,20,492849,7,7501343,0,0,0,1,0,0,0,0,0,0,0,0
GCA_018127085.1,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis sp.,Pneumocystis sp. NA,1395,19,505402,8,8274826,0,0,0,1,0,0,0,0,0,0,0,0
GCA_017301755.1,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,Pneumocystis wakefieldiae,Pneumocystis wakefieldiae NA,2663,17,480681,7,7303369,0,0,0,1,0,0,0,0,0,0,0,0
GCA_033296975.1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora aff.,Podospora aff. PSN243,144.62,170,548238,26,41927555,1,3,15,7,15,15,4,29,4,0,0,0
GCA_033675105.1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora appendiculata,Podospora appendiculata CBS 314.62,279.8,34,11237682,2,39954210,3,5,14,9,8,12,3,10,1,0,0,0
GCA_035222275.1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora bellae-mahoneyi,Podospora bellae-mahoneyi CBS 112042,56,9,4041613,4,34330348,2,4,13,6,9,12,3,12,1,0,0,0
GCA_900290415.1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora comata,Podospora comata T,100,7,4662433,3,34074706,2,4,13,7,9,13,3,14,1,0,0,0
GCA_033439775.1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora didyma,Podospora didyma CBS 232.78,95.64,31,4670901,4,48328886,2,4,13,12,15,15,3,13,1,0,0,0
GCA_035222485.1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora pseudoanserina,Podospora pseudoanserina CBS 124.78,64,9,4722338,3,34828952,2,4,13,6,10,12,3,14,1,0,0,0
GCA_035222475.1,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora pseudopauciseta,Podospora pseudopauciseta CBS 411.78,38,10,4347980,3,36064112,2,4,13,7,10,13,3,13,1,0,0,0
GCA_050403185.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula pacifica,Rhodotorula pacifica JCM10908,145,102,562053,13,20374152,1,1,4,0,1,4,2,4,0,0,0,0
GCA_036244875.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,Rhodotorula paludigena BS15,198,19,1354873,8,22499923,1,0,5,0,1,7,1,5,0,0,0,0
GCA_050403205.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,Rhodotorula paludigena JCM10292,165,177,293322,22,20813848,1,0,5,0,1,7,2,5,0,0,0,0
GCA_005059875.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp.,Rhodotorula sp. CCFEE 5036,192,155,337802,19,19064607,1,1,4,0,1,4,0,4,0,0,0,0
GCA_001541205.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp.,Rhodotorula sp. JG-1b,133.9,156,301937,18,19390543,1,1,3,0,1,4,2,4,0,0,0,0
GCA_002922495.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,Rhodotorula taiwanensis MD1149,229,180,388693,17,19539777,1,1,4,0,1,4,1,4,0,0,0,0
GCA_000222205.2,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhodotorula toruloides ATCC 204091,40,29,1200628,7,20464902,0,0,2,0,0,0,0,2,0,0,0,0
GCA_034509285.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhodotorula toruloides BOT-A2,120,20,1308578,7,20535011,1,1,4,0,1,6,2,7,0,0,0,0
GCA_029694785.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhodotorula toruloides LAB-07,45.8,27,1302361,7,20784202,1,2,3,0,2,8,2,7,0,0,0,0
GCA_000988875.2,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhodotorula toruloides NBRC 0880,131,30,1390799,6,20683845,1,1,5,0,1,6,2,6,0,0,0,0
GCA_007990605.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhodotorula toruloides NBRC10032,82,38,955100,8,19703563,1,1,2,0,1,6,1,6,0,0,0,0
GCA_050403265.1,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhodotorula toruloides NBRC10513,171,155,475791,14,20583880,1,1,5,0,1,6,2,7,0,0,0,0
GCA_000320785.2,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,Rhodotorula toruloides NP11,200,94,574942,11,20180280,1,1,4,0,1,6,1,6,0,0,0,0
GCA_000292725.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces arboricola,Saccharomyces arboricola H-6,50,34,879294,6,11324100,0,0,0,2,0,0,0,0,0,0,0,0
GCA_001298375.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces boulardii,Saccharomyces boulardii biocodex,100,28,891313,6,11999562,1,0,0,2,0,0,0,1,0,0,0,0
GCA_001413975.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces boulardii,Saccharomyces boulardii unique28,100,27,909172,6,12001065,1,0,0,2,0,0,0,1,0,0,0,0
GCA_903819145.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae BJ4,166,16,918555,6,11888108,1,0,0,2,0,0,0,1,0,0,0,0
GCA_016858175.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae CEN.PK,50,35,915357,6,12417671,1,0,0,2,0,0,0,1,0,0,0,0
GCA_002571405.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae CEN.PK113-7D; CBS 8340,49,17,912802,6,11991267,1,0,0,2,0,0,0,1,0,0,0,0
GCA_903819205.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae EM14S01-3B,77,16,897577,6,11803938,0,0,0,2,0,0,0,1,0,0,0,0
GCA_903819155.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae HLJ1,45,16,895159,6,11702338,1,0,0,2,0,0,0,1,0,0,0,0
GCA_903819125.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae HN1,66,16,913524,6,11820137,1,0,0,2,0,0,0,1,0,0,0,0
GCA_003046695.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae I-30,323,156,470360,10,11590129,1,0,0,2,0,0,0,1,0,0,0,0
GCA_003046745.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae I-329,294,69,511336,8,11594180,1,0,0,2,0,0,0,1,0,0,0,0
GCA_030292175.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae IMX2600,724,17,914509,6,12174138,1,0,0,2,0,0,0,1,0,0,0,0
GCA_010356925.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae INSC1005,392,17,929143,6,12269335,1,0,0,2,0,0,0,1,0,0,0,0
GCA_010356935.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae INSC1006,191,17,912391,6,12210406,1,0,0,2,0,0,0,1,0,0,0,0
GCA_002335645.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae Kagoshima no. 2,324,32,822716,6,12238629,1,0,0,2,0,0,0,1,0,0,0,0
GCA_947370325.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae NA,132,16,958573,6,12073726,1,0,0,3,1,0,0,1,0,0,0,0
GCA_014132375.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae NYR20,208.3,17,892137,6,11498443,1,0,0,2,0,0,0,1,0,0,0,0
GCA_014132395.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae P-684,207.7,17,883925,6,11407681,0,0,0,2,0,0,0,1,0,0,0,0
GCA_016858165.1,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae S288C,50,52,929257,6,12757141,1,0,0,2,0,0,0,1,0,0,0,0
GCA_903819175.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae SX2,174,16,928563,6,11918758,1,0,0,2,0,0,0,1,0,0,0,0
GCA_903819195.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae XXYS1.4,76,16,894632,6,11654158,0,0,0,2,0,0,0,1,0,0,0,0
GCA_903819135.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae Y55,100,16,916013,6,11791742,1,0,0,2,2,0,0,1,0,0,0,0
GCA_000975645.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1078,75,17,907409,6,11767180,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000975675.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1083,500,17,923843,5,12371127,1,0,0,2,0,0,0,0,0,0,0,0
GCA_000975705.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1129,180,17,903327,5,12996632,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976695.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1133,60,17,901770,6,12026127,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976725.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1190,30,17,902060,5,12811525,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976755.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1199,60,17,900262,6,12203640,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976785.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1202,650,17,912629,5,12413098,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976815.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1208,220,17,903091,5,12969004,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976875.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1244,50,17,911385,5,12579478,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976905.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1248,100,16,924574,5,12432911,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976935.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1250,75,17,1026598,5,12390617,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976965.3,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1252,500,16,929116,5,12479472,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000976995.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1273,400,16,910208,5,12458687,1,0,0,2,0,0,0,1,0,0,0,0
GCA_000977025.2,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae YJM1304,750,17,913052,5,12278758,1,0,0,2,0,0,0,1,0,0,0,0
