ncbi_genbank_assembly_accession,Checkm_completenes,Checkm_contamination,Silva.Kingdom,Silva.Phylum,Silva.Class,Silva.Order,Silva.Family,Silva.Genus,Silva.Species,Ncbi.Species,Strain,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_001528365.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2016WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001532845.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2205WGS,1,1,1,0,0,0,2,2,0,3,3,0
GCA_001529235.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1220WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001530865.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1805WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001530845.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1636WGS,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001532425.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2190WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001532655.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2159WGS,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001530355.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1516WGS,1,1,1,0,0,0,2,2,0,3,3,0
GCA_001530285.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1206WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001536785.1,100,1.21,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1518WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_040965815.1,100,1.22,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_nodosa,Paraburkholderia nodosa,Paraburkholderia nodosa BR14319,0,1,4,1,1,1,1,0,0,2,3,0
GCA_001718855.1,100,1.24,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1189WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_902499095.1,100,1.25,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_lata,Burkholderia lata,Burkholderia lata R-15816,0,1,3,0,2,0,2,1,0,3,3,0
GCA_001526875.1,100,1.26,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1623WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001526305.1,100,1.26,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1823,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001526655.1,100,1.26,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1832WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001523345.1,100,1.26,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1193,1,1,1,0,1,0,2,2,0,3,3,0
GCA_003722335.1,100,1.3,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter_flavus,Caulobacter flavus,Caulobacter flavus RHGG3,2,1,11,2,8,5,3,0,0,2,0,0
GCA_003853015.1,100,1.31,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp8962,1,1,1,0,1,0,2,1,0,3,0,0
GCA_003853005.1,100,1.31,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp8964,1,1,1,0,1,0,2,1,0,3,0,0
GCA_002276095.1,100,1.31,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp8960,1,1,1,0,1,0,2,1,0,3,0,0
GCA_003853545.1,100,1.31,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp8958,1,1,1,0,1,0,2,1,0,3,0,0
GCA_003853155.1,100,1.31,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp8961,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001882545.1,100,1.31,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB0668,1,1,1,0,1,0,2,0,0,3,3,0
GCA_003368325.1,100,1.32,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_caffeinilytica,Paraburkholderia caffeinilytica,Paraburkholderia caffeinilytica CF1,0,1,1,1,0,1,1,0,0,3,0,0
GCA_014640695.1,100,1.32,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_caffeinilytica,Paraburkholderia caffeinilytica,Paraburkholderia caffeinilytica CGMCC 1.15103,0,1,2,1,1,1,1,0,0,3,0,0
GCA_018131115.1,100,1.32,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_jicamae,Bradyrhizobium jicamae,Bradyrhizobium jicamae SZCCT0434,1,2,0,0,0,0,2,0,0,3,1,0
GCA_902859905.1,100,1.32,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_caffeinilytica,Paraburkholderia caffeinilytica,Paraburkholderia caffeinilytica LMG 28690,0,1,2,1,1,1,1,0,0,3,0,0
GCA_001524685.1,100,1.34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2044,1,1,1,0,1,0,2,2,0,3,3,0
GCA_001527405.1,100,1.34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2060,1,1,1,0,1,0,2,2,0,3,3,0
GCA_001524785.1,100,1.34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2045,1,1,1,0,1,0,2,2,0,3,3,0
GCA_014384845.1,100,1.34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia_jiangsuensis,Caballeronia jiangsuensis,Caballeronia jiangsuensis EK,0,2,0,1,1,0,1,0,0,3,4,0
GCA_001524805.1,100,1.34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2037,1,1,1,0,1,0,2,2,0,3,3,0
GCA_022179865.1,100,1.34,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia_jiangsuensis,Caballeronia jiangsuensis,Caballeronia jiangsuensis 19CS2-2,0,2,0,1,1,0,1,0,0,4,4,0
GCA_003853105.1,100,1.36,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp8955,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001524605.1,100,1.36,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2043,1,1,1,0,1,0,2,2,0,3,3,0
GCA_016908025.1,100,1.4,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Heliobacteriaceae,Heliobacterium,Heliobacterium_gestii,Heliomicrobium gestii,Heliomicrobium gestii DSM 11169,0,0,0,0,0,0,0,0,0,0,0,1
GCA_000967075.1,100,1.4,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Coxiella_burnetii,Coxiella burnetii,Coxiella burnetii NL-Limburg,0,0,0,0,0,0,1,0,0,0,0,0
GCA_001523245.1,100,1.4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1151,1,1,1,0,1,0,2,2,0,3,3,0
GCA_001522475.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF23-BP81,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001522075.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF23-BP17,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001531715.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2114WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001522275.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF32-BP6,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001522035.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF32-BP3,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001530255.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1082WGS,1,1,1,0,0,0,2,2,0,3,3,0
GCA_001530305.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1264WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001522235.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF23-BP58,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001522055.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF32-BP4,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001718355.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF23-BP41,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001522415.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis RF23-BP90,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001528305.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2012WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001526735.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1601WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001532375.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2188WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001531535.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2093WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001531105.1,100,1.41,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2092WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001527955.1,100,1.43,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1599WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001527865.1,100,1.43,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1585WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001526465.1,100,1.46,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2048,2,1,1,0,1,0,2,2,0,3,3,0
GCA_001526945.1,100,1.46,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1791WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001530755.1,100,1.46,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1489WGS,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001527245.1,100,1.46,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2050,2,1,1,0,1,0,2,2,0,3,3,0
GCA_001718655.1,100,1.46,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2035,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001526485.1,100,1.46,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2049,2,1,1,0,1,0,2,2,0,3,3,0
GCA_001532815.1,100,1.48,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2181WGS,1,1,1,0,1,0,2,2,0,3,3,0
GCA_001532785.1,100,1.48,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2180WGS,1,1,1,0,1,0,2,2,0,3,3,0
GCA_001882395.1,100,1.49,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB0103,1,1,1,0,0,0,2,2,0,3,3,0
GCA_003853515.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp9144,1,1,1,0,1,0,2,1,0,3,0,0
GCA_003853495.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp9147,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001527525.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1758,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001531795.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2118WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_011140355.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia BCC4135,0,1,3,0,2,0,2,0,0,3,0,0
GCA_003852995.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp9148,1,1,1,0,1,0,2,1,0,3,0,0
GCA_003853025.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis Bp9149,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001526915.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1812WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001531595.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2105WGS,1,1,1,0,1,0,2,1,0,3,3,0
GCA_001528985.1,100,1.51,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1162WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_022179845.1,100,1.53,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia_jiangsuensis,Caballeronia jiangsuensis,Caballeronia jiangsuensis 19CS1-1,0,2,0,1,1,0,1,0,0,3,4,0
GCA_001533365.1,100,1.55,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2207WGS,1,1,1,0,1,0,2,2,0,3,3,0
GCA_001530625.1,100,1.55,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1608WGS,1,1,1,0,1,0,2,2,0,3,0,0
GCA_001523855.1,100,1.55,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis ABCPW-28,1,1,1,0,1,0,2,1,0,3,0,0
GCA_001529215.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1218WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001534475.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2019WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001524365.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB112,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001527035.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1607WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001526625.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1637WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001533765.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB791WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001533785.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB792WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001530445.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1517WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001529125.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1183WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001531745.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2116WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001882425.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB0116,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001722225.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB0803,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001529205.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1219WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001523315.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1164,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001529105.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1181WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001882435.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB0170,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001527165.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1605WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001531705.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2112WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001533725.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB782WGS,1,1,1,0,0,0,2,2,0,3,3,0
GCA_001534425.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1540WGS,1,1,2,0,0,0,2,1,0,3,3,0
GCA_001528465.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB2026WGS,1,1,1,0,0,0,2,1,0,3,3,0
GCA_001525715.1,100,1.56,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_ubonensis,Burkholderia ubonensis,Burkholderia ubonensis MSMB1194,1,1,1,0,0,0,2,1,0,3,3,0
